,nom_mag,addresse,lat,long
167,Aldi Supermarkt Genkersteenweg,"Genkersteenweg 282 A
3500 Hasselt",50.94366615,5.370606574656456
168,Aldi Hendrik van Veldekesingel,"Hendrik van Veldekesingel 1 C
3500 Hasselt",50.9257473,5.3186983
169,Aldi,"Peerderbaan 16A
3940 Hechtel",51.12454725,5.370889407633209
170,Aldi Supermarkt,"Inakker 31
3550 Heusden-Zolder",51.021232100000006,5.311275251094374
171,Aldi Supermarkt,"Koolmijnlaan 26
3550 Heusden-Zolder",51.03729575,5.296433743819781
172,Aldi Supermarkt,"Weyerstraat 14
3730 Hoeselt",50.851084400000005,5.49379461403351
173,Aldi Supermarkt,"De Vloot 6
3530 Houthalen-Helchteren",51.0219886,5.3757559
174,Aldi Supermarkt,"Breeërsteenweg 312
3640 Kinrooi",51.145927900000004,5.735065014883258
175,Aldi Supermarkt,"Pieter Vanhoudtstraat 84
3582 Koersel",51.0546514,5.273139598554574
176,Aldi Supermarkt,"Hasseltsesteenweg 173
3720 Kortessem",50.8751054,5.364563
177,Aldi Supermarkt,"Stevoortse Kiezel 9
3511 Kuringen",50.9421982,5.2864783
178,Aldi Supermarkt,"Molenweideplein 13
3620 Lanaken",50.8903447,5.6487764
179,Aldi Supermarkt,"Lommelsesteenweg 30
3970 Leopoldsburg",51.1259928,5.257403927701512
180,Aldi Supermarkt,"Balendijk 42
3920 Lommel",51.2238848,5.3017072072045295
181,Aldi Supermarkt,"Molemstraat 50
3560 Lummen",50.99556565,5.211018679786386
182,Aldi Supermarkt,"Maastrichtersteenweg 6
3680 Maaseik",51.09514125,5.782638374649105
183,Aldi Supermarkt,"Industrielaan 2
3630 Maasmechelen",50.9564436,5.6950796
184,Aldi Supermarkt,"Genkerbaan 2
3670 Meeuwen",51.0910344,5.5236159180032764
185,Aldi Supermarkt,"Weg naar Zwartberg 54
3660 Opglabbeek",51.0426954,5.577920024732457
186,Aldi,"Leopoldlaan 22A
3900 Overpelt - Pelt",51.21687575,5.426773643403134
187,Aldi Supermarkt,"Molenstraat 11
3990 Peer",51.1322214,5.4592195
188,Aldi Supermarkt,"Steenweg 190
3621 Rekem",50.92494670000001,5.687514277705901
189,Aldi Supermarkt,"Maastrichtersteenweg 24
3770 Riemst",50.814150100000006,5.602229394095708
190,Aldi Supermarkt,"Grote Steenweg 127X
3454 Rummen",50.8921194,5.1801116
191,Aldi Supermarkt Tiensesteenweg,"Tiensesteenweg 220
3800 Sint-Truiden",50.8133948,5.1611435855006365
192,Aldi Supermarkt Kattenstraat,"Kattenstraat 25
3800 Sint-Truiden",50.8147177,5.1950367
193,Aldi Supermarkt,"Diesterstraat 94
3980 Tessenderlo",51.0630454,5.0883097
194,Aldi Supermarkt,"Luikersteenweg 128
3700 Tongeren",50.7704519,5.4632425
195,Aldi Outletstore,"Luikersteenweg 151
3700 Tongeren",50.7674563,5.4643327
196,Aldi Supermarkt,"Genkerbaan 85
3520 Zonhoven",50.99255565,5.379429247056118
197,Aldi Supermarché,"Chaussée de Liège 7B
4540 Amay",50.5405438,5.2976255
198,Aldi Supermarché,"Rue des Français 393
4430 Ans",50.6682729,5.5383702
199,Aldi Supermarché,"Rue de Battice s/n
4880 Aubel",50.6999211,5.8582113
200,Aldi Supermarché,"Rue de Bruxelles 88
4340 Awans",50.6799391,5.470909
201,Aldi Supermarché,"Avenue de la Porallée 38 A
4920 Aywaille",50.47955585,5.697413169945796
202,Aldi Supermarché,"Rue Royale 39
4690 Bassenge",50.75629105,5.605458961764668
203,Aldi Supermarché,"Rue de Verviers s/n
4651 Battice",50.6451436,5.8207478
205,Aldi Supermarché,"Rue de Tilff 53-55
4100 Boncelles",50.5665547,5.5491481
206,Aldi Supermarché,"Quai du Roi Albert 78
4020 Bressoux",50.6452052,5.597504193236215
207,Aldi Supermarché,"Monschauerstrasse 33
4750 Bütgenbach",50.4314992,6.2017801
208,Aldi Supermarché,"Rue de la Station 5-7
4032 Chênée",50.610592,5.6141408
209,Aldi Supermarché,"Rue Albert 1er 12
4820 Dison",50.6071914,5.8560001
210,Aldi Supermarché,"Rue Haute 105
4700 Eupen",50.6378103,6.0209982
211,Aldi Supermarché,"Aachenerstrasse 49
4731 Eynatten",50.6969128,6.083405541860885
212,Aldi Supermarché,"Grand'Route 418A
4400 Flémalle",50.5963239,5.4653873
213,Aldi Supermarché,"Avenue des Martyrs 5
4620 Fléron",50.6147341,5.6826123
214,Aldi Supermarché,"Rue Saint Nicolas 614
4420 Glain",50.6427922,5.533946
215,Aldi Supermarché,"Boulevard de Froidmont 23
4030 Grivegnée",50.624192,5.5917049
216,Aldi Supermarché,"Rue Hector Denis 12
4460 Grâce-Hollogne",50.6452255,5.4996589
217,Aldi Supermarché,"Rue de Huy 54
4280 Hannut",50.6639158,5.0905256
218,Aldi Supermarché,"Rue d'Argenteau 11
4681 Hermalle-sous-Argenteau",50.7128985,5.6763126
219,Aldi Supermarché,"Boulevard Zénobe Gramme 37
4040 Herstal",50.663480050000004,5.635337179451314
220,Aldi Supermarché Rue Basse Campagne,"Rue Basse Campagne 133
4040 Herstal",50.68906055,5.64446069361316
221,Aldi Supermarché,"Quai d'Arona 15
4500 Huy",50.5330279,5.25072325
222,Aldi Supermarché,"Rue du Pont 99
4101 Jemeppe-sur-Meuse",50.6174609,5.5080008
223,Aldi Supermarché,"Chaussée de Liège 266
4720 La Calamine",50.7046448,5.9869178
224,Aldi Supermarché Rue Guillemins,"Rue Guillemins 18-34
4000 Liège",50.628713,5.5676521
225,Aldi Supermarché,"Rue Mitoyenne 312A
4710 Lontzen",50.670421,5.9726701
226,Aldi Supermarché,"Avenue des Alliés 98D
4960 Malmédy",50.4226627,6.0139694
227,Aldi Supermarché,"Rue Hodister 175
4860 Pepinster",50.569743,5.8105774
228,Aldi Supermarché,"Rue Campagne du Moulin 23
4470 Saint-Georges-sur-Meuse",50.6046736,5.3403698
230,Aldi Supermarché,"Rue du Charbonnage 11
4100 Seraing",50.6055148,5.5188905
231,Aldi Supermarché,"Avenue de la Résistance 330
4630 Soumagne",50.63276425,5.737810995880536
232,Aldi Supermarché,"Avenue Reine Astrid 228
4900 Spa",50.4895516,5.847447232595734
233,Aldi Supermarché Complexe commercial Trixhe Macar,"Rue de la Gendarmerie 105
4140 Sprimont",50.5188159,5.7011853
236,Aldi Supermarché,"Allée Verte 58
4600 Visé",50.7369987,5.6823965
237,Aldi Supermarché,"Rue des Tendeurs 1
4040 Vottem",50.66556855,5.5697034662465805
238,Aldi Supermarché,"Rue de Visé 553-555
4020 Wandre",50.6752898,5.6655704
239,Aldi Supermarché,"Chaussée de Tirlemont 20
4520 Wanze",50.5331651,5.2207067708379356
240,Aldi Supermarché,"Chaussée Romaine 224
4300 Waremme",50.6974075,5.280081101313263
241,Aldi Supermarché,"Rue de l'Hydrion 14
6700 Arlon",49.6839905,5.7975377
242,Aldi Supermarché,"Rue du Commerce 13
6791 Athus",49.558383,5.840520503674076
243,Aldi Supermarché,"Route de Marche 122
6600 Bastogne",50.0011817,5.7140688
244,Aldi Supermarché,"Rue des Corettes 5
6880 Bertrix",49.863508350000004,5.2519588543718445
245,Aldi Supermarché,"Rue de la Sentinelle 66
6830 Bouillon",49.8131648,5.0864397
246,Aldi Supermarché Barvaux,"Rue de l'Industrie s/n
6940 Durbuy",50.3396838,5.4801596
247,Aldi Supermarché,"Rue de France 59
6820 Florenville",49.6982297,5.298669340955471
248,Aldi Supermarché,"Rue de la Courtière 7
6720 Habay-la-Neuve",49.7261967,5.6461617
249,Aldi Supermarché,"Rue de Tibêtême s/n
6800 Libramont",49.9228187,5.3572393
250,Aldi Supermarché,"Vieille Route de Liège 20
6900 Marche-en-Famenne",50.2314461,5.3435665
251,Aldi Supermarché,"Avenue des Chasseurs Ardennais 18
6870 Saint-Hubert",50.0271975,5.3711404
252,Aldi Supermarché,"Rue Hermanmont 3
6690 Vielsalm",50.2863089,5.921468050561579
254,Aldi Supermarché,"Avenue de Belle-Mine 24
5300 Andenne",50.4934332,5.1022814
255,Aldi Supermarché,"Rue de l'Essor 1/7
5060 Auvelais",50.4445039,4.6475062
256,Aldi Supermarché,"Rue de Rochefort 173-175
5570 Beauraing",50.1213835,4.9822463
258,Aldi Supermarché,"Chaussée de Louvain 562
5020 Champion",50.4896752,4.895959333454147
259,Aldi Supermarché,"Chaussée de Couvin 63
6460 Chimay",50.0470513,4.3208347
261,Aldi Supermarché,"Route Charlemagne 23
5660 Couvin",50.0722447,4.5080689
262,Aldi Supermarché,"Rue Saint Jacques 357
5500 Dinant",50.2656695,4.9382733863270545
263,Aldi Supermarché,"Route de la Bruyère 14
5310 Eghezée",50.584806900000004,4.909567479497616
264,Aldi Supermarché,"Rue de Mettet 48
5620 Florennes",50.25464035,4.605783576541045
265,Aldi Supermarché,"Avenue Albert Ier 79
5070 Fosses-la-Ville",50.3942015,4.6910592
266,Aldi Supermarché,"Chaussée de Namur 46
5030 Gembloux",50.5620107,4.7039076
267,Aldi Supermarché,"Chaussée de Liège 215
5100 Jambes",50.4604274,4.885826115319471
269,Aldi Supermarché,"Zoning des Quatre Bras 7
5600 Philippeville",50.1954915,4.5352026
270,Aldi Supermarché,"Rue de la Libération 61
5580 Rochefort",50.1635976,5.2160227
271,Aldi Supermarché,"Chaussée de Nivelles 80
5020 Suarlée",50.4750889,4.7915030061389885
272,Aldi Supermarché,"Rue Pré des Haz 382
5060 Tamines",50.430441,4.6091826
273,Aldi Supermarché,"Rue des Barrages 76a
5650 Walcourt",50.2675627,4.4422735
274,Aldi Supermarché,"Chaussée de Dinant 704
5100 Wépion",50.4309644,4.8645254
276,Aldi Supermarkt Dendermondsesteenweg,"Dendermondsesteenweg 77
9300 Aalst",50.94806285,4.033359704380848
277,Aldi Supermarkt Kapiteintjesstraat,"Kapiteintjesstraat 17
9300 Aalst",50.9350825,4.0361131
278,Aldi Outletstore,"Kapiteintjesstraat 17
9300 Aalst",50.9350825,4.0361131
279,Aldi Supermarkt,"Lostraat 81
9880 Aalter",51.078863999999996,3.4508049950838853
280,Aldi Supermarkt,"Molenstraat 77
9960 Assenede",51.2258943,3.7502254
282,Aldi Supermarkt,"Geraardsbergsestraat 18
9660 Brakel",50.7974733,3.7601371
283,Aldi Supermarkt,"Katteputstraat 1
9800 Deinze",50.9733041,3.523239
284,Aldi Supermarkt Kasteelstraat,"Kasteelstraat 17
9470 Denderleeuw",50.8727426,4.0798302
286,Aldi Supermarkt,"Mechelsesteenweg 91
9200 Dendermonde",51.035894150000004,4.116148743102406
287,Aldi Supermarkt,"Dendermondesteenweg 263
9070 Destelbergen",51.0574303,3.8083274
288,Aldi Supermarkt,"Antoon Catriestraat 10a
9031 Drongen",51.052216,3.6553356501465615
289,Aldi Supermarkt,"Gentsesteenweg 26A
9900 Eeklo",51.17655695,3.5780681743588696
290,Aldi Supermarkt,"Savaanstraat 5
9810 Eke",50.9787443,3.664483383253441
291,Aldi Supermarkt,"Industrieweg 1
9420 Erpe-Mere",50.9291394,3.9616642
292,Aldi Supermarkt,"Pastorijstraat 74
9940 Ertvelde",51.1779183,3.7543957
293,Aldi Supermarkt,"Hofbilkstraat 25
9940 Evergem",51.1130628,3.7068418
294,Aldi Supermarkt,"Molenstraat 80
9890 Gavere",50.9282211,3.6633226
295,Aldi Supermarkt Corneel Heymanslaan - Gent UZ,"Corneel Heymanslaan 19
9000 Gent",51.0280827,3.726279
296,Aldi Supermarkt Blaisantvest,"Blaisantvest 13
9000 Gent",51.0645342,3.7181971
297,Aldi Supermarkt,"Astridlaan 36
9500 Geraardsbergen",50.76910075,3.8669445189060063
298,Aldi Supermarkt,"Stationsstraat 65
9450 Haaltert",50.90342185,4.012032660818496
300,Aldi Supermarkt,"Provincieweg 247
9550 Herzele",50.8977941,3.8656847
301,Aldi Supermarkt,"Bazelstraat 263
9150 Kruibeke",51.1598912,4.3038092
303,Aldi Supermarkt,"Ommeganglaan 81
9340 Lede",50.9600071,3.9776318367487224
304,Aldi Supermarkt,"Brusselsesteenweg 4
9050 Ledeberg",51.0398614,3.7445376
305,Aldi Supermarkt,"Dorp Oost 144 A
9080 Lochristi",51.09810395,3.844648949813589
306,Aldi Supermarkt Tweebruggenstraat,"Tweebruggenstraat 10
9160 Lokeren",51.1098152,3.980992188025276
307,Aldi Supermarkt Lokerhoutstraat - Spoele,"Lokerhoutstraat 27A
9160 Lokeren",51.0955798,3.9938578
308,Aldi Supermarkt,"Stationsstraat 100 A
9990 Maldegem",51.2038088,3.4504167
